"Key","Position","Home","mean.weight","mean.nonweight","min","max","freq","Id","Name","Source","Injury Indicator","Injury Details","PredictedPoints","Salary","Team","Opponent","NameRM","bonusPositionHome","deepBonus","mean"
"WRrandallcobb","WR",TRUE,10.5439999873,8.8799999365,6.799999873,10.96,2,"16502-14257","Randall Cobb","FanDuel","","",6.799999873,7100,"GB","NYG","randallcobb",0.0181873886389963,0.23185025212101,8.84873763289399
"WRrashardhiggins","WR",TRUE,1.494,0.83,0,1.66,2,"16502-45791","Rashard Higgins","FanDuel","","",0,4500,"CLE","NE","rashardhiggins",0.0181873886389963,0.460093604348641,1.25379495821954
"WRricardolouis","WR",TRUE,2.648666673,2.923333365,2.58,3.26666673,2,"16502-31263","Ricardo Louis","FanDuel","","",3.26666673,4500,"CLE","NE","ricardolouis",0.0181873886389963,0.28201965202355,2.22281453856193
"WRrishardmatthews","WR",FALSE,5.316,5.62,5.24,6,2,"16502-22163","Rishard Matthews","FanDuel","","",6,5100,"TEN","MIA","rishardmatthews",0,-0.243406226909099,4.46129450996993
"WRrobbyanderson","WR",FALSE,3.299999952,3.299999952,3.299999952,3.299999952,1,"16502-26251","Robby Anderson","FanDuel","","",3.299999952,4500,"NYJ","PIT","robbyanderson",0,-0.030954317768233,2.76942657425858
"WRrobertwoods","WR",FALSE,8.453,7.585,6.5,8.67,2,"16502-29685","Robert Woods","FanDuel","","",6.5,5300,"BUF","LA","robertwoods",0,-0.14839118841655,7.09392823415647
"WRsammiecoates","WR",TRUE,8.6470000191,8.7150000955,8.63,8.800000191,2,"16502-31241","Sammie Coates","FanDuel","","",8.800000191,5300,"PIT","NYJ","sammiecoates",0.0181873886389963,0.434646776166285,7.25673696631315
"WRsethroberts","WR",TRUE,6.5874999809,7.1374999045,6.45,7.824999809,2,"16502-54741","Seth Roberts","FanDuel","","",7.824999809,5600,"OAK","SD","sethroberts",0.0181873886389963,0.0374319497758697,5.52836296072539
"WRstefondiggs","WR",TRUE,10.5315,12.0175,10.16,13.875,2,"16502-25079","Stefon Diggs","FanDuel","Q","Groin",13.875,7200,"MIN","HOU","stefondiggs",0.0181873886389963,-0.0584880924331961,8.83824739122428
"WRsterlingshepard","WR",FALSE,10.846499981,11.392499905,10.71,12.07499981,2,"16502-27477","Sterling Shepard","FanDuel","","",12.07499981,6900,"NYG","GB","sterlingshepard",0,-0.0908839461806957,9.10260173393985
"WRstevesmithsr","WR",TRUE,11.52499962,11.52499962,11.52499962,11.52499962,1,"16502-6735","Steve Smith Sr.","FanDuel","","",11.52499962,6300,"BAL","WAS","stevesmithsr",0.0181873886389963,-0.52706367627747,9.67201232733474
"WRtajaesharpe","WR",FALSE,7.9740000191,7.2300000955,6.300000191,8.16,2,"16502-47523","Tajae Sharpe","FanDuel","","",6.300000191,5400,"TEN","MIA","tajaesharpe",0,0.0147506620600402,6.691941780984
"WRtavonaustin","WR",TRUE,8.2774999809,8.1874999045,8.074999809,8.3,2,"16502-26458","Tavon Austin","FanDuel","","",8.074999809,5800,"LA","BUF","tavonaustin",0.0181873886389963,-0.208433476076319,6.94664507544495
"WRtaylorgabriel","WR",FALSE,1.704333346,2.96166673,1.39,4.53333346,2,"16502-54753","Taylor Gabriel","FanDuel","","",4.53333346,4900,"ATL","DEN","taylorgabriel",0,0.119255443814497,1.4303109480189
"WRterrancewilliams","WR",TRUE,7.4220000127,7.9900000635,7.28,8.700000127,2,"16502-31836","Terrance Williams","FanDuel","","",8.700000127,5500,"DAL","CIN","terrancewilliams",0.0181873886389963,-0.478598203305907,6.22869223281701
"WRtravisbenjamin","WR",FALSE,11.070499962,11.27249981,11.02,11.52499962,2,"16502-22035","Travis Benjamin","FanDuel","","",11.52499962,6500,"SD","OAK","travisbenjamin",0,0.360198429699628,9.29058703970897
"WRtrevordavis","WR",TRUE,1.197,0.665,0,1.33,2,"16502-41370","Trevor Davis","FanDuel","","",0,4500,"GB","NYG","trevordavis",0.0181873886389963,-0.318153847264623,1.00454656291084
"WRtyhilton","WR",TRUE,14.880499962,14.72249981,14.52499962,14.92,2,"16502-22031","T.Y. Hilton","FanDuel","","",14.52499962,7700,"IND","CHI","tyhilton",0.0181873886389963,0.0466371513977548,12.4880159492247
"WRtylerboyd","WR",FALSE,3.467,3.815,3.38,4.25,2,"16502-40669","Tyler Boyd","FanDuel","","",4.25,5300,"CIN","DAL","tylerboyd",0,0.190378570391397,2.90957638564066
"WRtymontgomery","WR",TRUE,1.9856666666,1.088333333,-0.033333334,2.21,2,"16502-29734","Ty Montgomery","FanDuel","","",-0.033333334,4500,"GB","NYG","tymontgomery",0.0181873886389963,-0.271191972978915,1.66641154972402
"WRtyrellwilliams","WR",FALSE,10.2854999619,9.9474998095,9.524999619,10.37,2,"16502-62535","Tyrell Williams","FanDuel","","",9.524999619,6500,"SD","OAK","tyrellwilliams",0,0.08934278086615,8.63179919343875
"WRvictorcruz","WR",FALSE,7.9775,8.4875,7.85,9.125,2,"16502-11999","Victor Cruz","FanDuel","","",9.125,5600,"NYG","GB","victorcruz",0,-0.0768210369492673,6.69487903560668
"WRwillfuller","WR",FALSE,11.007999981,12.759999905,10.57,14.94999981,2,"16502-42028","Will Fuller","FanDuel","","",14.94999981,7200,"HOU","MIN","willfuller",0,0.524939742727382,9.23813579401512
